product_code,product_description,sbu_code,sbu_description,business_field_desc,business_field_code,business_unit_code,business_unit_desc
100020.1000,ACETONE FOR LIQUID CHROMATOGRAPHY LICHRO,526,Solvents Instrumental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
100700.0100,THIOGLYCOLIC ACID GR FOR ANALYSIS,529,Mobile and Photometry Workflows,Analytical Chemistry & Solvents,C45,LR2,Chemistry
101512.0100,SILVER NITRATE FOR ANALYSIS EMSURE,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
101878.0100,BISMUTH(III) NITRATE BASIC FOR ANALYSIS,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
102382.0500,CALCIUM CHLORIDE DIHYDRATE CRYST. P.A.,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
102838.1000,L-CYSTEINE FOR BIOCHEMISTRY 1 KG,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
104302.0025,HEMATOXYLIN (C.I. 75290) CRYST.,649,H & H - Blue,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
104817.0250,POTASSIUM CHLORIDE SOLUTION 3 MOL/L,527,Analytical Technologies,Analytical Chemistry & Solvents,C45,LR2,Chemistry
105092.0250,POTASSIUM PEROXODISULFATE FOR ANALYSIS,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
105426.1000,Ammonia solution 32% 1 L,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106011.2500,"METHANOL ECD FID SUPRASOLV 2,5 L",526,Solvents Instrumental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106278.0025,ALIZARINRED S 25 G,737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106278.0100,ALIZARINRED S 100 G,737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
107233.0100,"PHENOLPHTHALEIN INDICATOR PH 8,2 - 9,8",737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
109542.0001,PH-INDICATOR STRIPS NON-BLEEDING SPECIAL,519,Rapid Chemical Testing,Analytical Chemistry & Solvents,C45,LR2,Chemistry
109600.0100,ACETYLACETONE FOR ANALYSIS EMSURE®,736,Classical Solvents for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
110012.0001,CHROMATE TEST 3 - 10 - 30 - 100 MG/L 1,519,Rapid Chemical Testing,Analytical Chemistry & Solvents,C45,LR2,Chemistry
159002.1000,Acetonitrile with 0.1% (v/v) 1 L,526,Solvents Instrumental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
802301.0025,"1,1'-CARBONYLDIIMIDAZOLE FOR SYNTHESIS",650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
804512.1000,4-HYDROXY-4-METHYL-2-PENTANONE FOR SYNTH,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
805740.0250,2-MERCAPTOETHANOL FOR SYNTHESIS,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
814733.0100,MAGNESIUM CHLORIDE ANHYDROUS FOR SYNTHES,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
820543.1000,N-DODECANE FOR SYNTHESIS 1 L,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
"['SLGP033RS', 'SLGV004SL', 'SLGVX13NL', 'SLHA033SS', 'SLHP033RB', 'SLHV033RS', 'SLHVR04NL', 'SLFGN25VS', 'SLGV013SL', 'SLHA033SB', 'SLHA033SB-1', 'SLHNX13NL', 'SLAA033SB', 'SLFA05010', 'SLFG025LS', 'SLGP033RB', 'SLGV033RS', 'SLHV004SL', 'SLLG025SS', 'SLSV025LS', 'SLVV033RS', 'SLAP02550', 'SLGS033SS', 'SLGV033RB', 'SLHP033RS']",Millex 33mm Durapore PVDF .22um Sterile,689,Cell & Screening Tools,Cell & General Workflow Tools,C09,LR4,Biology
None,"Dky X Gt IgG, FITC 500UG",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
"['SCR028RF', 'SCR028FR']",MESC OSTEOGENESIS KIT(2-8C),768,Specialty Cell Culture,Cell Biology Reagents,C17,LR4,Biology
"['SLGP033RS', 'SLGV004SL', 'SLGVX13NL', 'SLHA033SS', 'SLHP033RB', 'SLHV033RS', 'SLHVR04NL', 'SLFGN25VS', 'SLGV013SL', 'SLHA033SB', 'SLHA033SB-1', 'SLHNX13NL', 'SLAA033SB', 'SLFA05010', 'SLFG025LS', 'SLGP033RB', 'SLGV033RS', 'SLHV004SL', 'SLLG025SS', 'SLSV025LS', 'SLVV033RS', 'SLAP02550', 'SLGS033SS', 'SLGV033RB', 'SLHP033RS']",Millex 13mm Durapore PVDF .45um Sterile,689,Cell & Screening Tools,Cell & General Workflow Tools,C09,LR4,Biology
['05-643'],"ANTI-PH-GSK3B   (S9), CL 2D3",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
None,"CHAT, RB X-50UL",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
"['43-040', '48-623MAG', 'HCYTA-60K-04', 'HMHEMAG-34K-04', 'MADKMAG-71K-06', 'MBNMAG-41K-01-B', 'MBNMAG-41K-01-C', 'MCYTOMAG-70K-03', 'MCYTOMAG-70K-05', 'HAGE1MAG-20K-02', 'HCCBP1MAG-58K-02', 'HCCBP1MAG-58K-4', 'HCYTA-60K-25', 'HMHEMAG-34K-02', 'MCYTOMAG-70K-10', 'MMMP3MAG-79K-05', 'MMYOMAG-74K-3', 'MBNMAG-41K-01-A', 'RMHE-120K-02', 'MMYOMAG-74K-12', 'MSHMAG-21K-03', 'PCYTMG-40K-PX23', 'PRCYTA-40K-08', 'PRCYTOMAG-40K-04', '48-614MAG', '48-625MAG', 'HCYTOMAG-60K-02', 'HCYTOMAG-60K-06', 'HNABTMAG-68K-04', 'HSTCMAG-28SK-05']",Milliplex Catalog ID.HCYTOMAG-60K-02.Hum,693,MILLIPLEX Protein Detection,Protein & Pathway Analysis,C16,LR4,Biology
None,"Anti-DCX, clone 2G5",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
"['MADKMAG-71K-06', 'HSTCMAG-28SK-05']","IL-6, Human Recombinant Animal Free,20ug",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
None,"Anti-CYP11B2, clone 41-17B",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-126225-100G,"4,5-DIHYDROXYNAPHTHALENE-2,7-DISULFONIC",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-158429-25G,"DIYODOMETANO, 99%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-223891-100G,"OXIDO DE BISMUTO(III), POLVO, <10 MICRAS",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-228036-1KG,"MONOPERSULFATO COMPUESTO, OXONA",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-274739-1KG,"SAND, 50-70 MESH",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-278904-250G,"POTASSIUM SUPEROXIDE, POWDER",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-325473-100G,"SELENIUM(IV) OXIDE, 98%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-359009-25G,CERIUM(IV) SULFATE,774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SUP-436674-250G,AmberLite® FPA66 Anion Exchange Resin f&,539,LPLC / Carbon,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SUP-66883-U,PK20 EMPORE OCTADECYL C18 47MM &,538,Sample Preparation Workflows,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-747319-10ML,"IRON OXIDE(II,III), MAGNETIC NANOPART&",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
AVA-880128P-100MG,DSPE-PEG(2000) AMINE,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-A26357-1KG,"ACIDO ADIPICO, 99%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-A5159-10VL,AMINOPTERIN (50X) HYBRI-MAX GAMMA-     &,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-B1252-250ML,BORON TRIFLUORIDE-METHANOL,780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-C2288-1ML,ANTI-CHICKEN IGG (WHOLE MOLECULE) DEVELO,696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-C7661-5MG,"COLLAGEN FROM FROM RAT TAIL BIOREAGENT,&",768,Specialty Cell Culture,Cell Biology Reagents,C17,LR4,Biology
SIA-C8003-100MG,5A-CHOLESTANE,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-C8056-500ML,IRON SUPPLEMENTED CALF SERUM CELLCULTURE,769,Cell Culture Sera,Cell Biology Reagents,C17,LR4,Biology
SIA-C8532-1KG,"SODIUM CITRATE TRIBASIC DIHYDRATE, FOR M",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-G3664-500UN,GLUTATHIONE REDUCTASE,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-G5013-5G,G418 DISULFATE SALT,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-GBL247884-1EA,"PROPLATE(R) MICROARRAY SYSTEM, 4 WELL T&",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-H6501-5G,DL-B-HYDROXYBUTYRIC ACID SODIUM*CRYSTALL,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-I9392-500ML,"3-METHYLBUTANOL, FOR MOLECULAR BIOLOGY,",710,Molecular Prep & PCR,Molecular Reagents & Tools,C61,LR4,Biology
SIA-K1637-1G,KANAMYCIN SULFATE FROM STREPTOMYCES KANA,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-L1376-1G,"LINOLEIC ACID FREE ACID, >=99%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-M0631-500G,"MAGNESIUM ACETATE TETRAHYDRATE, REAGENT&",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-M1574-25MG,MIGLITOL 98%,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-M2772-500G-A,"MENTHOL, 99%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-O9512-5MG,OXALIPLATIN,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-P0662-500G,"POTASSIUM PHOSPHATE MONOBASIC,*ANHYDROUS",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-P2272-500ML,"PHOSPHATE BUFFERED SALINE, PH 7.2, STER&",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-S1402-5G,SULFORHODAMINE¿B SODIUM SALT BIOREAGENT&,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-S2626-1G,SPERMIDINE FREE BASE,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-S5261-10G,"SODIUM SELENITE BIOREAGENT, SUITABLE &",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-S5636-250G,SODIUM ACETATE ANHYDROUS CELL CULTURE  &,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-S5886-1KG,"SODIUM CHLORIDE, BIOREAGENT, SUITABLE&",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-S8750-500G,SODIUM ACETATE ANHYDROUS,778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-SML0688-5MG,PO1,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-T25402-25G,"SODIUM TETRAPHENYLBORATE, ACS REAGENT, &",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-T3260-5G,AZUL DE TOLUIDINA O (AZUL BASICO 17),790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SIA-T6884-250UN,THROMBIN FROM HUMAN PLASMA,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
481408-5MG,NF-#B ACTIVATION INHIBITOR I 1PC X 5MG,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
565788-1MG,#-SECRETASE INHIBITOR IV 1PC X 1MG,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SUP-Y1501-20G,YEAST SYNTHETIC DROP-OUT MEDIUM SUPPLEME,527,Analytical Technologies,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SUP-Z805939-1EA,"HELLMANEX(TM) III, SPECIAL CLEANING CON&",524,Organic Analysis & Sensorics,Analytical Chemistry & Solvents,C45,LR2,Chemistry
111355.0100,ICP MULTI-ELEMENT STANDARD SOLUTION IV (,532,Organic & Inorganic Contaminants,Reference Materials (RM),C47,LR2,Chemistry
114434.0001,CHLORINE TEST 0.01 - 0.025 - 0.045 - 0.0,519,Rapid Chemical Testing,Analytical Chemistry & Solvents,C45,LR2,Chemistry
114693.0001,PHOTOCHECK SPECTROQUANT 1 SET,529,Mobile and Photometry Workflows,Analytical Chemistry & Solvents,C45,LR2,Chemistry
806147.0100,METHYLCYCLOHEXANE FOR SYNTHESIS,480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-111848-10G,trans-omega-Methylstyrol 99% (GC),774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-428116-250G,"POLIPROPILENO, PESO MOLECULAR PROMEDIO A",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
REP3-30001022,Temperature Fuse 188 Degree C,781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
100983.2511,ETHANOL ABSOLUTE FOR ANALYSIS EMSURE®,736,Classical Solvents for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
101542.1000,L-ARGININE FOR BIOCHEMISTRY 1 KG,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
105642.0001,SILICA GEL 60 F254 50 HPTLC PLATES 20 X,528,Thin-Layer Chromatography,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106578.1000,TRI-SODIUM PHOSPHATE DODECAHYDRATE P.A.,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
109060.1000,HYDROCHLORIC ACID C(HCL) 1 L,527,Analytical Technologies,Analytical Chemistry & Solvents,C45,LR2,Chemistry
109217.2500,GRAM'S SAFRANINE SOLUTION FOR THE GRAM S,649,H & H - Blue,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
113366.0100,DEUTERIUM OXIDE DEUTERATION DEGREE MIN.,480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
117924.0001,CHLORINE TEST 0 - 25 - 50 - 100 - 200 -,519,Rapid Chemical Testing,Analytical Chemistry & Solvents,C45,LR2,Chemistry
150550.0001,LISPHER100 RP18E 5MYM HI-RT250-4.6,540,HPLC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
170243.0500,TITANIUM STANDARD SOLUTION TRACEABLE TO,532,Organic & Inorganic Contaminants,Reference Materials (RM),C47,LR2,Chemistry
800235.1000,CINNAMIC ACID FOR SYNTHESIS 1 KG,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
800841.1000,METHYL ACRYLATE (STABILISED WITH HYDROQU,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
852003.0100,FMOC-ALA-OH 100 G,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
"['401353-2ML', 'AP132R', 'AP188P', 'AP101', 'AP112P', 'AP124C', 'AP132B', 'AP132F', 'AP308P', 'AP503P', 'AP106F', 'AP132', 'AP132C', 'AP136R', 'PP54', 'AP113P', 'AP136C', 'AP183C', 'AP187F', 'AP194F']","IGG, GT X HU, HRP-2ML",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
None,"A G SUB  (TCR, FC REC) 200UG",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
None,B5K 44.5MM HIGH FLUX 10PK.,687,Concentration & Separation,Molecular Reagents & Tools,C61,LR4,Biology
"['AGX819', 'BPS-79995-2', 'ABC-AB277617', 'AGX810', 'AGX811', 'ATK-001', 'MABX8403-1MG', 'MABX8405-1MG', 'MABX8407-1MG', 'MABX8408-1MG', 'AGX818']",SARS-CoV-2 Spike Prot S1 (aa 1-681) Rec,640,Diagnostic Bulk and Custom (CF),Critical Raw Materials,AS5,LA4,Diagnostics & Regulated Materials
SIA-179191-1L,"CYCLOHEXANE, >=99%, A.C.S. REAGENT",480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-205885-5G,"PALLADIUM(II) CHLORIDE, REAGENTPLUS, 99%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-208256-100G,"TIN(II) CHLORIDE, REAGENT GRADE, 98%",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-232041-10G,"CESIUM HYDROXIDE, 99.9% METALS BASIS, 50",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-237124-500G,"CALCIUM NITRATE TETRAHYDRATE, 99%, A.C.S",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-237868-25G,"BRUCINE SULFATE HYDRATE, 99%, A.C.S. REA",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-248614-100G,"AMMONIUM PERSULFATE, 98+%, A.C.S. REAGEN",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-269492-5G,"N,N'-BIS(SALICYLIDENE)-1,2-            &",790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SIA-305065-1G,"1,2,4,5-BENZENETETRAMINE TETRAHYDRO-   &",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SUP-35836-1G,4-NITROPHENOL PESTANAL,532,Organic & Inorganic Contaminants,Reference Materials (RM),C47,LR2,Chemistry
SIA-368458-500G,"ALUMINUM SULFATE HYDRATE, 98%",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-401757-1L      ,"TETRAHYDROFURAN ANHYDROUS, 99.9%, INHIBI",480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-442631-1G,CUMARIN 6 98%,780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-45754-100ML-F,"ACIDO ACETICO, 50%, PARA HPLC",526,Solvents Instrumental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-483028-10G,"3,4-ETHYLENEDIOXYTHIOPHENE, 97%",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-520896-1G,"CHLOROPLATINIC ACID HYDRATE, >=99.9% MET",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SUP-57120-U,SPE VACUUM PUMP TRAP KIT,538,Sample Preparation Workflows,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-61345-1KG,D-LACTOSE MONOHYDRATE >= 98.0% (HPLC),777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-63768-25ML,3-MERCAPTOPROPIONIC ACID >= 99.0% (&,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SUP-68921-100ML-F,"COPPER STANDARD SOLUTION, 1000 MG/L CU",533,"Additional, Phys Prop & Matrix",Reference Materials (RM),C47,LR2,Chemistry
SIA-696137-1G,1-(3-BROMOPROPYL)-4-METHOXYBENZENE,774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-73594-25G-F,AMMONIUM ACETATE,524,Organic Analysis & Sensorics,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-747572-5ML,"GOLD NANOPARTICLES, 20 NM DIAMETER, SIL&",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-79760-1G,"PHTHALDIALDEHYDE, FOR FLUORESCENCE",035,Detection systems and reagents,Molecular Materials,AS1,LA4,Diagnostics & Regulated Materials
SIA-81268-1KG,"POLY(ETHYLENE GLYCOL), BIOULTRA, FOR MOL",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SUP-92718-25ML,1-(TRIMETHYLSILYL)IMIDAZOLE - PYRIDINE M,524,Organic Analysis & Sensorics,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-A4036-5G,"ADENOSINE BIOREAGENT, SUITABLE FOR CELL",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-A5006-100G,L-ARGININE FREE BASE,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-A6003-25G,"BOVINE SERUM ALBUMIN, LYOPHILIZED POWDE&",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-B4501-1G,BIOTIN,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-C0732-100G,"Cetylpyridinium chloride monohydrate, me",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-C1117-200UL,"ANTI-CY5 ANTIBODY, MOUSE MONOCLONAL CLON",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-C2506-50MG,CYTOCHROME C FROM HORSE HEART,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-C4384-250MG,CHONDROITIN SULFATE SODIUM SALT FROM SH&,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-CPISO-1KT,JUEGO DE REACTIVOS PARA AISLAMIENTO DE C,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-D4902-100MG,"DEXAMETHASONE BIOREAGENT, SUITABLE FOR C",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-E4143-50MG,"(-)-EPIGALLOCATECHIN GALLATE, >=95%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-ERMBF410DP-1EA,"Soya Bean GMO Standard GTS 40-3-2,?1% GT",531,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SIA-G7651-10ML,GLUTARALDEHYDE GRADE I 50% AQUEOUS*SOLUT,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-G8885-1ML,B-GLUCURONIDASE TYPE H-3 CRUDE SOLUTION&,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-H4398-10MG,DL-B-HYDROXYPALMITIC ACID,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-HMC0002-5NMOL,"MISSION(R) MIRNA, NEGATIVE CONTROL 1",787,Oligos Manufacturing,Molecular Materials,AS1,LA4,Diagnostics & Regulated Materials
SIA-I0634-1MG,IONOMYCIN CALCIUM SALT FROM STREPTOMYCES,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-K1875-25G,A-KETOGLUTARIC ACID MONOSODIUM,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-L2524-25KU,LYTICASE FROM ARTHROBACTER LUTEUS,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-M8631-100MG,MELANINA SINTETICA,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-N6386-5G,NEOMYCIN TRISULFATE SALT HYDRATE BIOREA&,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-P2139-1KG,"POLYETHYLENE GLYCOL AV. MOL. WT. 8,000",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-P3813-10PAK,"PHOSPHATE BUFFERED SALINE, POWDER&",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-P4265-5MG,PEPSTATINA A,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-P6526-100G,"IRON(III) PYROPHOSPHATE, SOLUBLE CRYSTAL",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-P7626-1G,PHENYLMETHYLSULFONYL FLUORIDE,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SUP-PHR1208-3X1.2ML,1-PROPANOL,531,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SIA-PHR1471-1G,SODIUM ALGINATE,531,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SIA-RAB0274-1KT,MOUSE IL-1 BETA ELISA KIT,034,ELISAs & Specialty Assays,Protein & Pathway Analysis,C16,LR4,Biology
SIA-SAB4501876-100UG,ANTI-CIITA ANTIBODY PRODUCED IN RABBIT,696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-T7765-5MG,TUNICAMYCIN FROM A STREPTOMYCES SPECIES,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
PHCC40050,OmniPur® Ethylenediamine Te 1PC X 500GM,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-Z247421-1EA,"EMBUDO DE FILTRACION COORS HIRSCH, 42 MM",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-Z363405-36EA,VELVETEEN SQUARES FOR REPLICA PLATER*(15,781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-Z672548-1EA,ADVANCED PAP PEN,781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-Z756776-8EA,"CRYO-SAFE(TM) VIAL STORAGE BOX, 25-PLAC&",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
100804.0250,L(+)-TARTARIC ACID FOR ANALYSIS EMSURE,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
103420.0100,CHLOROFORM-D1 DEUTERATION DEGREE MIN. 99,480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
105428.1000,AMMONIA SOLUTION 25 % SUPRAPUR,525,Elemental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106579.1000,DI-SODIUM HYDROGEN PHOSPH. DODECAH. P.A.,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106657.0500,SODIUM SULFITE ANHYDROUS FOR ANALYSIS,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
109351.1000,POTASSIUM HYDROXIDE SOLUTION IN METHANOL,527,Analytical Technologies,Analytical Chemistry & Solvents,C45,LR2,Chemistry
818769.1000,CYCLOPENTANE FOR SYNTHESIS 1 L,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
